sku,year,make,model
sku227,1997,make15,model225
sku204,2008,make18,model441
sku979,2006,make48,model367
sku554,1993,make6,model412
sku728,1998,make11,model24
sku613,2000,make14,model128
sku922,2010,make5,model181
sku257,2004,make23,model242
sku931,2007,make47,model67
sku500,1996,make1,model239
sku961,2013,make11,model258
sku122,1997,make17,model425
sku680,2003,make45,model146
sku981,1993,make28,model451
sku30,2005,make14,model143
sku246,2006,make39,model88
sku440,2006,make16,model470
sku983,1997,make21,model472
sku299,2005,make23,model210
sku955,2009,make14,model317
sku353,1993,make47,model167
sku328,2001,make12,model179
sku107,2001,make33,model176
sku204,1999,make27,model322
sku111,2010,make30,model47
sku161,2013,make2,model230
sku624,2001,make44,model289
sku289,1993,make11,model321
sku312,1993,make49,model320
sku609,1995,make50,model358
sku706,2005,make4,model455
sku50,2004,make28,model81
sku431,1993,make13,model296
sku130,1996,make3,model377
sku782,2012,make17,model36
sku75,2003,make36,model194
sku679,2006,make2,model144
sku895,1990,make1,model300
sku661,1991,make26,model355
sku666,1991,make44,model49
sku193,1992,make35,model162
sku411,2007,make4,model96
sku665,1999,make14,model370
sku949,2013,make7,model314
sku660,1993,make46,model277
sku174,2012,make8,model417
sku990,2005,make28,model328
sku723,1999,make38,model458
sku536,2000,make12,model474
sku176,1997,make7,model421
sku720,1999,make30,model335
sku375,2006,make15,model17
sku859,1995,make30,model16
sku130,2007,make44,model60
sku404,1999,make39,model63
sku823,2002,make3,model180
sku964,1996,make16,model70
sku591,2000,make49,model156
sku845,2003,make49,model110
sku267,1996,make13,model63
sku486,2010,make8,model308
sku582,1990,make37,model493
sku431,2002,make6,model127
sku34,1993,make31,model499
sku428,2011,make7,model10
sku360,1992,make17,model102
sku677,1997,make22,model472
sku582,2006,make4,model34
sku514,1995,make35,model48
sku245,1999,make4,model338
sku925,1994,make47,model479
sku340,2002,make48,model384
sku454,1992,make40,model407
sku207,1992,make1,model442
sku422,2000,make42,model2
sku111,2011,make4,model313
sku116,2008,make36,model181
sku168,2009,make2,model46
sku986,2013,make3,model163
sku500,1990,make5,model477
sku94,2011,make39,model151
sku993,2008,make10,model207
sku219,1990,make21,model165
sku902,2001,make48,model9
sku237,2006,make19,model202
sku469,1999,make25,model228
sku376,2003,make39,model438
sku548,2010,make42,model321
sku750,2004,make48,model371
sku375,1992,make8,model297
sku134,2003,make47,model18
sku57,2011,make3,model147
sku547,2000,make35,model8
sku845,1994,make24,model110
sku738,1995,make5,model143
sku122,2012,make47,model436
sku517,2010,make31,model446
sku993,2008,make25,model64
sku340,1999,make9,model199
sku283,1995,make35,model415
sku647,1999,make43,model246
sku581,1997,make36,model159
sku564,2009,make31,model343
sku727,2002,make28,model122
sku396,1994,make7,model195
sku939,2004,make26,model140
sku25,2006,make34,model154
sku892,1998,make7,model269
sku753,2013,make2,model167
sku294,2007,make33,model429
sku543,1996,make28,model135
sku782,1992,make26,model89
sku269,2005,make29,model104
sku264,1991,make25,model144
sku756,1993,make30,model324
sku526,2007,make10,model139
sku711,1995,make31,model3
sku952,1996,make44,model247
sku515,1999,make39,model148
sku504,1996,make24,model387
sku919,1990,make49,model91
sku118,2001,make24,model437
sku625,1991,make27,model75
sku795,2006,make22,model253
sku919,1990,make26,model436
sku300,1998,make19,model407
sku776,1993,make6,model140
sku399,2003,make3,model159
sku620,1990,make25,model369
sku494,2013,make31,model60
sku31,1993,make14,model413
sku838,2006,make17,model379
sku733,2010,make32,model16
sku209,2013,make43,model492
sku116,2012,make14,model257
sku536,1997,make42,model78
sku343,1997,make45,model419
sku295,2002,make48,model163
sku636,1995,make8,model237
sku917,2001,make12,model325
sku317,2010,make35,model263
sku847,2002,make26,model482
sku480,2008,make24,model8
sku85,1997,make9,model214
sku634,1991,make14,model464
sku567,1995,make13,model102
sku440,1999,make34,model178
sku881,2011,make1,model99
sku762,2006,make37,model305
sku210,1995,make29,model345
sku4,1991,make36,model44
sku352,2010,make26,model493
sku938,2008,make46,model253
sku996,1993,make36,model218
sku567,1999,make40,model224
sku287,2009,make33,model25
sku480,1998,make33,model345
sku598,1995,make19,model301
sku274,1991,make35,model313
sku957,1994,make31,model447
sku981,2002,make20,model488
sku686,1992,make21,model127
sku486,1994,make35,model386
sku997,1998,make41,model239
sku709,2001,make9,model154
sku704,2003,make46,model489
sku625,2004,make31,model291
sku799,1995,make24,model390
sku733,2010,make38,model209
sku978,1993,make34,model232
sku367,1998,make12,model182
sku712,1991,make42,model210
sku531,1990,make37,model117
sku547,2005,make11,model86
sku230,2009,make38,model15
sku23,1995,make41,model378
sku101,2003,make9,model39
sku726,2010,make28,model46
sku211,2008,make23,model461
sku829,1997,make18,model180
sku297,1991,make30,model422
sku702,2009,make1,model466
sku616,2008,make48,model319
sku996,2008,make20,model49
sku327,2003,make9,model27
sku407,2007,make8,model309
sku490,2004,make27,model160
sku891,2011,make34,model94
sku949,1996,make2,model326
sku75,1991,make30,model345
sku814,2002,make17,model405
sku308,2007,make46,model318
sku284,1991,make35,model345
sku797,2009,make16,model144
sku429,2010,make31,model160
sku728,1996,make26,model339
sku553,2002,make17,model314
sku583,2011,make16,model198
sku451,2005,make11,model379
sku363,1992,make20,model323
sku193,1991,make17,model495
sku910,2005,make14,model170
sku489,2011,make33,model108
sku163,1993,make45,model358
sku701,1995,make18,model142
sku129,2005,make34,model290
sku302,2011,make17,model332
sku994,2007,make16,model94
sku809,2005,make9,model360
sku286,2000,make3,model387
sku330,2007,make50,model246
sku879,2011,make11,model290
sku102,2003,make44,model116
sku207,2002,make41,model255
sku425,1993,make9,model210
sku876,2001,make31,model343
sku125,2008,make21,model206
sku229,2001,make10,model280
sku175,1994,make3,model27
sku57,1996,make32,model80
sku806,2001,make20,model7
sku37,1994,make27,model231
sku345,2006,make44,model111
sku175,2001,make46,model150
sku262,1997,make36,model245
sku768,2011,make3,model471
sku70,1992,make50,model63
sku356,2005,make15,model81
sku123,2006,make9,model80
sku872,2006,make31,model108
sku390,2001,make22,model283
sku979,1998,make44,model120
sku650,2003,make37,model209
sku469,2008,make18,model269
sku877,1998,make34,model117
sku981,2012,make20,model52
sku621,2003,make14,model246
sku265,2011,make36,model328
sku377,1993,make11,model178
sku486,1991,make30,model68
sku657,1997,make28,model63
sku103,2011,make34,model490
sku263,1997,make11,model122
sku274,2004,make18,model447
sku174,2004,make20,model220
sku487,1992,make5,model432
sku237,1997,make11,model361
sku395,2009,make43,model26
sku137,1999,make9,model120
sku316,2010,make11,model290
sku165,2000,make42,model220
sku34,1994,make17,model104
sku774,2007,make33,model130
sku810,2007,make7,model23
sku50,1998,make39,model222
sku151,2004,make25,model144
sku29,2006,make27,model173
sku509,2007,make47,model337
sku171,2007,make6,model102
sku911,2000,make21,model343
sku160,1991,make48,model485
sku794,1991,make1,model422
sku406,2008,make15,model278
sku405,2008,make43,model217
sku450,1998,make39,model479
sku110,2006,make32,model140
sku445,2007,make25,model178
sku184,2011,make2,model172
sku949,2013,make16,model371
sku51,1997,make30,model228
sku110,2010,make1,model257
sku650,2010,make48,model50
sku220,2007,make3,model165
sku424,2006,make31,model435
sku427,1992,make12,model305
sku985,1996,make48,model467
sku247,1996,make34,model149
sku592,1996,make38,model351
sku129,2008,make11,model390
sku616,1993,make44,model418
sku885,2012,make9,model155
sku619,2008,make9,model23
sku863,1999,make33,model424
sku662,2004,make39,model455
sku871,2000,make11,model232
sku714,2012,make9,model422
sku719,1999,make32,model167
sku538,2001,make9,model211
sku431,1997,make37,model25
sku104,2011,make5,model483
sku306,2007,make41,model484
sku355,2004,make44,model113
sku47,1991,make35,model381
sku37,2010,make31,model378
sku228,1995,make5,model383
sku722,1996,make10,model76
sku591,2012,make11,model348
sku823,1997,make34,model65
sku43,2001,make5,model199
sku65,2013,make32,model56
sku52,1997,make44,model45
sku161,2001,make43,model194
sku698,2012,make8,model210
sku194,1998,make29,model392
sku257,2008,make24,model40
sku67,1993,make11,model55
sku611,1997,make26,model338
sku275,1993,make40,model164
sku437,2005,make21,model299
sku134,1996,make50,model416
sku195,1993,make13,model194
sku477,2009,make9,model367
sku594,2005,make41,model330
sku788,1990,make39,model199
sku323,1996,make4,model299
sku402,2010,make47,model420
sku520,1998,make22,model327
sku600,2000,make25,model398
sku558,2007,make10,model18
sku557,1998,make39,model75
sku4,2003,make41,model396
sku598,2003,make10,model461
sku852,1996,make26,model127
sku122,2000,make5,model321
sku780,2002,make15,model190
sku947,2008,make9,model252
sku513,1998,make27,model35
sku710,1997,make11,model357
sku884,1990,make26,model241
sku607,2006,make21,model230
sku952,2012,make36,model37
sku359,2009,make36,model70
sku330,1990,make26,model138
sku785,2006,make39,model149
sku48,1997,make19,model379
sku623,2004,make24,model254
sku613,2013,make50,model110
sku664,1999,make34,model308
sku307,1999,make35,model333
sku193,1999,make41,model262
sku409,1997,make40,model97
sku14,2003,make25,model31
sku897,2010,make41,model260
sku440,1996,make2,model27
sku264,1990,make14,model464
sku401,2012,make28,model354
sku341,1995,make19,model267
sku632,1994,make3,model20
sku498,2010,make12,model256
sku433,2007,make29,model165
sku577,1999,make43,model9
sku683,2010,make4,model473
sku884,1998,make44,model142
sku292,1999,make50,model316
sku646,1998,make9,model139
sku539,1995,make16,model19
sku75,2003,make28,model254
sku270,1992,make42,model424
sku515,2006,make44,model99
sku554,2012,make8,model219
sku272,1990,make37,model282
sku431,2007,make10,model38
sku74,1998,make18,model306
sku581,2006,make33,model328
sku218,1994,make9,model244
sku317,2013,make17,model416
sku679,1994,make2,model116
sku127,1994,make34,model200
sku186,1999,make49,model309
sku101,1993,make35,model88
sku517,1991,make40,model49
sku715,2000,make38,model467
sku628,2011,make21,model473
sku910,2008,make39,model294
sku949,2009,make41,model38
sku974,2001,make24,model80
sku878,2000,make39,model490
sku593,2001,make8,model55
sku515,2012,make11,model115
sku371,2012,make9,model500
sku871,2003,make48,model391
sku334,2007,make19,model141
sku522,1994,make18,model248
sku676,2009,make33,model277
sku266,2000,make27,model430
sku902,2006,make49,model208
sku623,1994,make33,model497
sku130,2009,make50,model1
sku386,2012,make40,model360
sku654,1993,make1,model88
sku338,1998,make34,model7
sku188,1997,make29,model227
sku760,1992,make16,model331
sku785,1996,make4,model204
sku451,2007,make21,model291
sku526,1999,make30,model456
sku329,1998,make32,model492
sku513,2005,make8,model426
sku989,2009,make44,model89
sku157,2000,make32,model458
sku532,2012,make29,model159
sku222,2005,make37,model337
sku372,1993,make13,model449
sku520,2010,make41,model424
sku198,2000,make42,model356
sku72,2013,make29,model31
sku817,2000,make12,model487
sku857,2010,make45,model195
sku810,2001,make36,model16
sku115,2000,make36,model244
sku554,2012,make20,model37
sku791,1994,make47,model495
sku634,2008,make35,model353
sku738,1996,make39,model278
sku686,1990,make27,model272
sku869,1999,make47,model340
sku878,2005,make36,model497
sku63,1999,make24,model309
sku369,2010,make35,model80
sku57,2004,make8,model345
sku361,2010,make20,model50
sku108,1993,make33,model397
sku161,1994,make17,model15
sku594,1996,make36,model236
sku901,2000,make24,model482
sku832,2012,make29,model100
sku805,1996,make18,model431
sku880,2002,make28,model120
sku355,2012,make17,model232
sku104,2013,make13,model133
sku171,2004,make15,model383
sku856,1990,make12,model379
sku421,2006,make36,model126
sku643,1997,make23,model224
sku568,2009,make16,model224
sku319,2010,make35,model337
sku803,1990,make7,model454
sku17,1999,make9,model94
sku981,2001,make48,model419
sku467,1994,make30,model444
sku888,1997,make7,model266
sku610,2004,make49,model89
sku401,1996,make32,model360
sku144,1997,make20,model474
sku338,2002,make43,model178
sku916,1990,make28,model449
sku488,2001,make37,model478
sku682,1997,make43,model285
sku636,2013,make5,model123
sku570,1991,make22,model485
sku362,1991,make35,model253
sku360,1991,make23,model349
sku607,1997,make3,model262
sku328,2004,make21,model408
sku87,1993,make39,model384
sku475,2004,make17,model56
sku590,2000,make18,model80
sku514,2008,make7,model438
sku826,2009,make20,model93
sku898,2009,make45,model252
sku136,2012,make2,model232
sku525,2000,make14,model306
sku594,1991,make19,model35
sku658,2007,make9,model124
sku152,2002,make21,model333
sku313,2002,make28,model69
sku353,2012,make17,model125
sku753,1994,make38,model444
sku135,2008,make18,model330
sku222,2005,make14,model408
sku676,2005,make45,model167
sku362,1991,make29,model257
sku597,2013,make9,model455
sku520,2007,make3,model437
sku641,1998,make7,model197
sku570,2010,make15,model352
sku652,2005,make19,model437
sku259,2005,make35,model467
sku278,2003,make14,model320
sku633,2010,make8,model115
sku831,1997,make7,model176
sku52,1994,make12,model347
sku550,1998,make5,model60
sku218,1998,make42,model435
sku996,1994,make38,model127
sku815,2000,make10,model46
sku1000,2000,make37,model317
sku299,2011,make44,model65
sku216,2013,make24,model134
sku183,2006,make49,model366
sku44,1991,make43,model131
sku410,2006,make7,model203
sku858,2010,make33,model336
sku300,2010,make39,model150
sku300,2001,make47,model299
sku378,2009,make37,model297
sku794,1994,make44,model488
sku905,2009,make36,model475
sku867,2003,make11,model138
sku232,1998,make35,model45
sku212,1998,make38,model256
sku186,2002,make41,model243
sku18,2007,make5,model198
sku537,2009,make50,model165
sku14,2010,make16,model459
sku671,1990,make44,model269
sku571,1991,make41,model401
sku417,2001,make45,model314
sku834,2005,make7,model10
sku173,2012,make26,model95
sku693,2004,make30,model115
sku397,2003,make28,model205
sku422,2010,make17,model47
sku877,1994,make32,model224
sku271,2000,make13,model344
sku936,1993,make16,model385
sku787,2000,make40,model480
sku404,1997,make8,model48
sku881,2007,make17,model139
sku306,2011,make35,model364
sku748,1990,make41,model312
sku209,2000,make4,model240
sku891,1997,make9,model413
sku455,2001,make30,model121
sku935,1999,make11,model169
sku675,1998,make22,model278
sku83,2008,make42,model195
sku641,2002,make6,model195
sku534,2012,make1,model371
sku385,1991,make12,model138
sku400,1999,make6,model428
sku869,2006,make5,model402
sku77,1997,make8,model376
sku646,2003,make16,model364
sku331,1993,make6,model486
sku659,1995,make18,model97
sku168,1998,make47,model276
sku454,1993,make42,model427
sku543,2012,make36,model206
sku621,2009,make11,model349
sku101,1998,make23,model373
sku927,2008,make24,model129
sku897,2004,make12,model278
sku822,2004,make38,model495
sku961,2006,make28,model208
sku836,1998,make14,model190
sku293,2013,make40,model457
sku780,1990,make31,model440
sku356,1991,make32,model142
sku818,1992,make28,model358
sku688,2008,make14,model255
sku359,1990,make25,model160
sku698,1990,make37,model267
sku405,1990,make46,model349
sku976,2006,make31,model378
sku703,1995,make32,model29
sku283,1996,make17,model51
sku357,2011,make41,model23
sku650,1992,make28,model4
sku101,1991,make17,model399
sku90,1991,make17,model247
sku59,1995,make10,model18
sku944,2009,make40,model323
sku23,2000,make36,model153
sku681,1991,make21,model19
sku923,1995,make5,model286
sku304,2005,make29,model202
sku686,2011,make11,model388
sku964,2002,make14,model12
sku777,2001,make3,model360
sku261,2010,make19,model142
sku267,1991,make30,model474
sku111,2013,make50,model17
sku211,1991,make31,model257
sku699,1994,make46,model192
sku90,1992,make8,model27
sku652,2000,make4,model214
sku888,1993,make8,model74
sku978,2002,make22,model123
sku581,1990,make10,model346
sku9,1994,make37,model110
sku239,1997,make37,model469
sku514,2005,make17,model302
sku770,2001,make33,model211
sku908,2007,make43,model398
sku865,2013,make48,model421
sku509,1998,make5,model45
sku391,1996,make39,model200
sku452,2002,make31,model346
sku833,1998,make32,model174
sku4,2012,make48,model387
sku428,2004,make10,model168
sku339,1991,make7,model102
sku40,1991,make3,model274
sku445,1993,make32,model418
sku408,1999,make12,model430
sku918,2010,make28,model376
sku206,1994,make5,model105
sku124,1991,make50,model276
sku654,1994,make45,model496
sku221,1990,make10,model131
sku87,1995,make41,model266
sku370,2000,make19,model389
sku858,2004,make32,model388
sku454,1994,make27,model330
sku361,2004,make44,model243
sku670,2010,make2,model162
sku30,2012,make16,model125
sku936,2002,make26,model11
sku749,1997,make28,model59
sku761,2012,make45,model310
sku519,2002,make20,model486
sku715,2012,make32,model38
sku544,2002,make28,model107
sku352,2004,make27,model191
sku515,2010,make32,model225
sku360,1993,make24,model54
sku459,1990,make12,model110
sku942,1992,make42,model230
sku651,1995,make22,model183
sku154,1991,make22,model349
sku563,2013,make46,model458
sku591,2000,make15,model53
sku298,2012,make28,model329
sku68,1990,make39,model263
sku48,2013,make38,model495
sku111,2004,make23,model381
sku817,2011,make7,model485
sku943,2003,make34,model253
sku562,2003,make21,model77
sku24,2007,make13,model161
sku642,2009,make49,model355
sku836,2007,make12,model442
sku733,2013,make44,model422
sku564,1997,make31,model190
sku201,2007,make18,model72
sku293,1990,make33,model427
sku594,1991,make1,model309
sku783,1996,make47,model213
sku74,2011,make7,model455
sku658,1998,make40,model195
sku349,2005,make12,model456
sku986,2010,make15,model93
sku565,2005,make17,model429
sku657,2013,make36,model125
sku44,2007,make44,model413
sku980,2009,make13,model27
sku722,1999,make49,model190
sku753,2008,make39,model51
sku421,1990,make1,model203
sku838,1997,make30,model201
sku946,2012,make13,model301
sku895,2013,make43,model469
sku686,2007,make39,model333
sku525,1990,make36,model124
sku399,2006,make32,model76
sku440,1999,make13,model430
sku397,1996,make14,model117
sku571,2010,make32,model258
sku777,2011,make6,model336
sku863,2013,make31,model274
sku688,1998,make11,model107
sku387,2012,make23,model393
sku616,1992,make47,model28
sku480,1994,make46,model438
sku457,1994,make6,model14
sku38,2007,make28,model407
sku638,2005,make25,model250
sku630,1992,make3,model159
sku465,1996,make27,model426
sku194,2013,make32,model405
sku74,2003,make44,model277
sku763,2008,make22,model110
sku959,2002,make13,model499
sku282,2008,make41,model460
sku449,1997,make21,model40
sku389,2001,make20,model427
sku726,2012,make36,model460
sku915,1998,make37,model495
sku913,2004,make28,model338
sku370,2013,make45,model165
sku507,1993,make17,model395
sku927,1993,make36,model188
sku431,1993,make23,model410
sku592,2010,make34,model159
sku776,1999,make12,model345
sku717,2013,make34,model315
sku556,1995,make16,model463
sku188,1994,make13,model348
sku337,2003,make25,model132
sku716,1994,make32,model74
sku318,1992,make49,model455
sku942,2005,make12,model359
sku15,2001,make21,model366
sku429,1992,make19,model493
sku303,2005,make46,model246
sku864,1993,make10,model100
sku744,2006,make24,model230
sku861,1992,make31,model89
sku194,2003,make5,model68
sku208,1997,make43,model112
sku779,1996,make48,model104
sku344,1997,make10,model324
sku981,1992,make7,model422
sku265,1997,make3,model4
sku991,2002,make24,model426
sku609,1991,make2,model402
sku642,1992,make47,model425
sku431,2008,make4,model105
sku50,1990,make21,model197
sku340,2004,make2,model160
sku706,1994,make9,model485
sku498,1994,make49,model245
sku714,2000,make17,model161
sku515,1998,make7,model78
sku486,1991,make1,model459
sku852,1991,make7,model451
sku102,2002,make15,model221
sku147,1997,make38,model426
sku509,2012,make42,model3
sku130,2009,make25,model422
sku243,2010,make9,model379
sku204,1996,make46,model345
sku350,2012,make31,model101
sku995,2007,make6,model48
sku272,1999,make27,model209
sku730,1997,make14,model119
sku219,1992,make13,model175
sku889,2007,make10,model66
sku573,1998,make45,model388
sku644,2009,make24,model497
sku719,1991,make10,model357
sku801,1997,make41,model36
sku695,1998,make25,model212
sku640,2008,make34,model430
sku849,2011,make11,model369
sku642,1999,make44,model107
sku753,2008,make50,model199
sku557,2000,make20,model138
sku524,2004,make50,model163
sku883,2009,make20,model289
sku139,2011,make1,model390
sku645,2005,make32,model247
sku566,2010,make12,model104
sku240,1992,make22,model497
sku857,1999,make20,model207
sku865,2008,make35,model194
sku363,2006,make36,model123
sku470,1992,make42,model305
sku994,2009,make20,model320
sku485,1990,make7,model25
sku866,1998,make13,model53
sku462,2006,make5,model160
sku88,2001,make37,model476
sku265,2000,make17,model314
sku94,1991,make44,model282
sku160,2006,make9,model77
sku518,2003,make40,model1
sku581,2012,make3,model223
sku285,1997,make28,model374
sku984,2005,make4,model36
sku137,2009,make2,model201
sku214,1998,make2,model154
sku413,2011,make44,model286
sku596,1990,make37,model57
sku599,2002,make6,model90
sku438,1993,make32,model361
sku473,1994,make24,model229
sku826,2002,make27,model481
sku329,2003,make19,model271
sku911,1999,make43,model162
sku293,2007,make45,model445
sku759,2004,make1,model179
sku133,1992,make27,model286
sku282,1993,make15,model377
sku336,2008,make11,model81
sku294,2007,make7,model312
sku287,2001,make9,model99
sku879,1990,make26,model86
sku732,1999,make3,model245
sku32,1991,make43,model83
sku178,1999,make37,model230
sku542,1990,make11,model439
sku788,2000,make2,model41
sku159,1993,make36,model223
sku649,2010,make33,model264
sku881,1993,make35,model306
sku576,2008,make6,model304
sku819,2012,make39,model498
sku331,2002,make23,model437
sku534,2005,make38,model161
sku88,2008,make21,model124
sku952,1992,make35,model300
sku975,1998,make7,model428
sku496,2009,make24,model36
sku581,2003,make34,model200
sku517,2000,make20,model424
sku956,2010,make37,model245
sku514,2001,make41,model301
sku260,1995,make43,model106
sku320,2002,make41,model147
sku874,2012,make8,model185
sku760,2004,make23,model171
sku184,1992,make37,model351
sku569,1993,make28,model263
sku981,1996,make1,model248
sku738,2009,make5,model499
sku36,2012,make11,model178
sku484,1990,make33,model179
sku954,2009,make37,model357
sku413,1994,make3,model298
sku287,2008,make15,model428
sku925,2010,make20,model453
sku111,1999,make20,model425
sku217,2001,make43,model127
sku440,1991,make31,model462
sku70,1996,make14,model12
sku54,1990,make37,model233
sku175,2008,make4,model231
sku581,1998,make16,model253
sku199,2006,make21,model155
sku91,2009,make8,model154
sku304,1990,make28,model372
sku55,1994,make34,model63
sku424,2012,make8,model239
sku953,2011,make48,model64
sku673,1990,make30,model127
sku359,2011,make38,model279
sku601,1994,make44,model346
sku977,1990,make50,model141
sku26,2003,make2,model41
sku725,2006,make11,model75
sku635,1998,make32,model294
sku237,2003,make36,model455
sku571,1997,make9,model465
sku205,2012,make25,model403
sku90,1998,make25,model33
sku378,2001,make18,model202
sku52,1998,make25,model389
sku59,2006,make47,model347
sku42,2003,make15,model139
sku118,2013,make10,model344
sku296,1998,make31,model250
sku272,1992,make16,model181
sku459,2009,make22,model419
sku296,2008,make12,model174
sku142,2007,make7,model101
sku412,1991,make45,model227
sku598,1994,make37,model358
sku169,2012,make21,model233
sku269,1990,make49,model270
sku126,1996,make46,model292
sku71,1997,make21,model183
sku99,2005,make36,model121
sku383,2010,make23,model398
sku885,1998,make13,model241
sku509,2013,make10,model339
sku896,2004,make8,model83
sku620,1992,make36,model373
sku374,2004,make17,model223
sku931,2007,make41,model15
sku408,2002,make14,model396
sku360,2007,make30,model122
sku44,2009,make37,model276
sku810,2012,make12,model353
sku522,1998,make44,model71
sku475,2003,make45,model425
sku178,1995,make15,model54
sku965,1992,make7,model187
sku627,1999,make9,model494
sku117,2007,make12,model81
sku579,2012,make36,model194
sku877,2012,make5,model199
sku311,2013,make27,model393
sku534,2000,make32,model356
sku642,2012,make41,model303
sku32,2012,make49,model329
sku363,1993,make33,model240
sku888,2010,make32,model233
sku829,1998,make43,model353
sku294,2012,make6,model303
sku906,2005,make20,model220
sku69,1990,make8,model355
sku953,2013,make16,model492
sku925,1997,make33,model144
sku434,1996,make39,model161
sku159,1999,make40,model494
sku760,2005,make35,model27
sku584,2009,make33,model245
sku438,1991,make47,model253
sku72,1991,make11,model12
sku49,2002,make1,model487
sku824,2005,make14,model129
sku934,1990,make29,model47
sku436,1998,make4,model98
sku4,2008,make13,model294
sku568,2011,make4,model3
sku950,1990,make26,model11
sku84,2007,make3,model67
sku256,1991,make6,model40
sku700,1998,make17,model317
sku395,2011,make37,model415
sku279,2009,make2,model141
sku578,1996,make44,model73
sku175,2012,make8,model63
sku949,2005,make8,model17
sku385,1994,make9,model320
sku241,1996,make36,model471
sku637,1991,make29,model16
sku969,1997,make44,model124
sku105,2011,make27,model342
sku156,1999,make42,model165
sku341,2013,make23,model145
sku636,2004,make17,model10
sku790,2001,make33,model16
sku757,1999,make49,model197
sku432,2003,make22,model201
sku844,1996,make33,model475
sku169,1994,make32,model163
sku573,2001,make33,model457
sku435,1992,make11,model36
sku709,2002,make5,model249
sku11,2007,make27,model384
sku126,2001,make9,model279
sku43,2004,make48,model444
sku869,2004,make42,model19
sku782,2001,make19,model178
sku925,1990,make14,model180
sku125,2001,make22,model417
sku994,2002,make17,model2
sku268,2010,make39,model197
sku357,2012,make48,model200
sku516,2011,make15,model192
sku516,1992,make22,model149
sku586,2008,make33,model256
sku797,2012,make44,model461
sku387,1997,make38,model190
sku817,1992,make20,model42
sku942,1993,make24,model149
sku86,2000,make35,model301
sku337,2013,make50,model426
sku102,1999,make8,model344
sku186,2009,make10,model492
sku717,1991,make46,model52
sku365,2005,make25,model91
sku741,2010,make14,model341
sku22,2007,make49,model54
sku170,2006,make36,model254
sku658,2006,make18,model380
sku97,2002,make23,model142
sku306,2005,make14,model12
sku713,1994,make7,model39
sku826,2004,make13,model283
sku476,2002,make13,model249
sku267,1995,make31,model218
sku903,1997,make48,model281
sku4,1997,make17,model51
sku806,2008,make20,model56
sku414,2005,make7,model64
sku815,1996,make11,model320
sku867,2001,make11,model171
sku987,2000,make42,model127
sku680,2000,make35,model292
sku754,2005,make8,model379
sku929,2001,make43,model367
sku233,1995,make43,model323
sku887,2013,make39,model351
sku235,2013,make18,model51
sku438,2003,make23,model212
sku1000,1996,make34,model340
sku724,1998,make14,model239
sku992,1999,make12,model460
sku868,1992,make33,model51
sku332,2001,make38,model110
sku474,2002,make46,model355
sku494,1996,make41,model466
sku808,1996,make18,model404
sku534,1990,make25,model129
sku392,2007,make37,model192
sku150,2013,make16,model9
sku62,2012,make6,model197
sku455,2010,make31,model464
sku383,2002,make32,model438
sku793,2000,make41,model300
sku698,1993,make21,model116
sku189,2011,make25,model291
sku636,1995,make49,model393
sku193,1996,make41,model128
sku224,2012,make33,model340
sku785,1996,make31,model84
sku791,1995,make3,model292
sku688,2010,make10,model193
sku8,2004,make31,model99
sku477,1992,make39,model57
sku330,2007,make45,model262
sku8,2006,make39,model116
sku621,2000,make46,model203
sku684,2002,make29,model237
sku758,2004,make3,model223
sku460,1995,make42,model234
sku825,2000,make34,model151
sku555,2000,make21,model443
sku181,1997,make21,model95
sku11,1994,make22,model316
sku609,1997,make2,model146
sku846,2004,make39,model302
sku218,2009,make3,model339
sku59,2011,make8,model442
sku329,2009,make10,model442
sku249,2004,make39,model215
sku908,1994,make31,model460
sku361,1990,make28,model485
sku369,2004,make14,model107
sku191,1990,make41,model205
sku848,2010,make5,model453
sku747,1995,make40,model38
sku41,2013,make48,model145
sku568,2007,make36,model238
sku905,1998,make20,model133
sku376,2012,make12,model372
sku528,2001,make48,model359
sku524,2008,make7,model186
sku642,1995,make14,model195
sku445,1991,make24,model243
sku35,2000,make39,model301
sku152,2001,make4,model29
sku830,2001,make17,model103
sku413,2003,make48,model470
sku55,2011,make33,model289
sku683,2008,make48,model162
sku997,1995,make36,model221
sku289,1994,make47,model162
sku600,2006,make47,model376
sku193,1990,make41,model12
sku471,1993,make12,model442
sku689,1994,make42,model372
sku85,2001,make17,model384
sku264,1996,make5,model131
sku495,2009,make36,model392
sku980,2005,make6,model290
sku327,1990,make17,model260
sku31,1993,make28,model251
sku270,2008,make20,model479
sku946,1994,make36,model16
sku687,1990,make40,model476
sku291,2011,make11,model393
sku691,2011,make29,model336
sku540,2006,make13,model434
sku703,2003,make20,model367
sku718,2012,make12,model494
sku696,2004,make48,model321
sku826,2005,make34,model257
sku666,2001,make24,model479
sku357,2006,make38,model24
sku586,1997,make36,model63
sku981,2013,make50,model342
sku546,1999,make21,model132
sku303,2005,make13,model500
sku269,1994,make32,model48
sku838,1997,make31,model252
sku780,1991,make23,model69
sku743,1994,make10,model165
sku508,2011,make23,model244
sku869,2000,make9,model208
sku821,2004,make34,model62
sku235,2012,make7,model252
sku121,2008,make30,model479
sku72,1994,make24,model426
sku273,2012,make50,model8
sku120,1994,make18,model314
sku76,2009,make6,model472
sku241,1996,make18,model31
sku870,1990,make10,model52
sku963,1997,make31,model42
sku66,1994,make3,model69
sku406,2002,make50,model340
